Date received,Product,Sub-product,Issue,Consumer complaint narrative,Company public response,Company,State,ZIP code,Submitted via,Date sent to company,Company response to consumer,Timely response?,Consumer disputed?,Complaint ID,Count
4/17/15,Student loan,Non-federal student loan,Can't repay my loan,"I have been in contact with my private student loan lender Discover Student Loans several times since XXXX 2014 to try and make my monthly payment more feasible so I can afford to live. I have been told to either use forbearance or default my loans and that they can not help me. They want me to pay nearly {$700.00} a month, while trying to live and pay other bills. I also have federal loans that are in non repayment right now until I can get something resolved with Discover and be able to afford to repay my loans. I am willing to work overtime to pay Discover a settled amount every month so everyone is happy they are getting money. But, Discover will not work with me to make it to where I can live and afford my bills. ",,Discover,FL,339XX,Web,4/17/15,Closed with explanation,Yes,Yes,1334755,1
4/17/15,Student loan,Non-federal student loan,Can't repay my loan,"In XXXX XXXX, I was contacted by First Mark Services concerning my private loan. I XXXX from XXXX school on XXXX XXXX, XXXX. Immediately after XXXX I requested a grace period of 6 months after XXXX to begin repayment. A representative, XXXX XXXX from First Mark Services indicated that their records reflected that I used the grace period during the period of XXXX XXXX through XXXX XXXX. However, during that time period I was enrolled in school and did not use that grace period for repayment as I was a XXXX student and not required to make payments on the loan during that time. At the time, I submitted the form to nelnet loan company it was accepted by the customer service in XXXX. I submitted the same form that during that time I was enrolled as a XXXX student in school ( XXXX in XXXX ). Upon submitted the form I found that without further evaluation or confirming my enrollment they denied my request via the indicated form. Desiring to resolve this matter I then requested to reduce my payment amount to {$50.00} a month since I am currently unemployed and preparing for resident matching this summer, XXXX. After several email exchanges with XXXX XXXX, it was concluded that I could make $ 50 monthly payments until I became employed and was able to make the full monthly payment amountIn my email I stated that I will be able to make {$50.00} now then 2 weeks later I will be able to make a payment of {$100.00}, then afterward I will make auto pay of {$50.00} a month. I made my XXXX payment of {$50.00} then he contacted me and indicated that I will need to start making full payments and denying that he agreed to reduce my payment to $ 50 monthly. I felt I was really misinformed and misguided by the company. At the same time, I felt I was robbed of my grace period. I am trying hard to work things out with the company while the company is not even doing the minimum to help me. They are not even meeting the minimum requirements as indicated by law to completely inform me. They are using short answers that have misguided me. ",,Nelnet,TX,750XX,Web,4/21/15,Closed with explanation,Yes,Yes,1335290,1
4/16/15,Student loan,Non-federal student loan,Can't repay my loan,,Company believes it acted appropriately as authorized by contract or law,First Associates Loan Servicing LLC,OK,73120,Web,4/16/15,Closed with explanation,Yes,Yes,1333552,1
4/16/15,Student loan,Non-federal student loan,Can't repay my loan,I was working in a temporary job and did n't have the funds to pay my student loans. So I ended up defaulting. Almost 3 years ago My XXXX XXXX private students were submitted to XXXX XXXX . I entered into a payment plan with them including paying an upfront fee of {$1000.00} to enter a reduced interest program. I was allowed to pay approx {$180.00} a month and was told after 3 months I would be reduced down to a .01 % interest rate. As I was noticing this never got fixed I began to ask questions. I finally got them to agree that it had been fixed with this month ( XXXX ) my payment was not removed and I received a default notice from Navient. They stated they did not like the terms of my agreement and the removed it from their hands and revoked my payment plan. Now they are demanding money down to start me on a new plan and tell me that I will have to pay more than the amount originally paying. I can not imagine that this is a legal move on their part. I had agreements and paid continuously and on time for 2.5 years. They are once again trying to XXXX those working to try and pay off their debts. ,,Navient,WA,980XX,Web,4/17/15,Closed with explanation,Yes,Yes,1334418,1
4/16/15,Student loan,Non-federal student loan,Can't repay my loan,,Company believes it acted appropriately as authorized by contract or law,"Coast Professional, Inc.",NC,28405,Phone,4/22/15,Closed with explanation,Yes,No,1333650,1
4/16/15,Student loan,Non-federal student loan,Can't repay my loan,I went to XXXX XXXX XXXX MI and was told I would have a loan thru Genesis Lending which I learned was been since investigated. I have had issues with the Instiutute itself and can not rid myself on the ongoing debt and no way to fix the issue. I am in debt {$16000.00} for a XXXX XXXX certificate in which I never got due to issues with promises of an externship. Once externship started I was told I didnt do well enough or only given limited access to the job I was to learn. The Genesis Loan I have tried to resolve but I get phone calls and letters weekly. I can not pay back any money if I am unemployed. I have discussed with them several times and I get the same answer. Its unclear to me also how I am responsible for paying back loans on a college that the government had to shuit down due to the dishonest nature and students left in unreasonable debt. ,Company believes complaint caused principally by actions of third party outside the control or direction of the company,Genesis Lending,MI,490XX,Web,4/16/15,Closed with explanation,Yes,No,1333409,1
4/16/15,Student loan,Non-federal student loan,Can't repay my loan,,Company believes complaint caused principally by actions of third party outside the control or direction of the company,Genesis Lending,CA,91402,Web,4/17/15,Closed with explanation,Yes,No,1334431,1
4/15/15,Student loan,Non-federal student loan,Can't repay my loan,"I was in the generation of kids who were told that getting college degrees would open the door to great paying jobs, so rack up all the student debt it takes cuz you can pay it off easily after you sort through your job offers. Maybe there was even a time that was true, but although the unpaid internship market is through the roof, the job market is XXXX and my degrees are not competitive. I tried so hard for so long ( 2.5 years ) to get work in my field while scrounging on XXXX, trying to land any job in any field, usually part time and/or seasonal. When offered a full time year round position, albeit for $ XXXX/hour XXXX hours/week, I took it and have given up on trying to get work in my field. I have about $ 300K in loans. My federal loans are fine because Income Based Repayment brings them down to $ XXXX/month- even though Navient tries their hardest to obscure that it 's an option, and wo n't even, insofar as I can tell, tell you how to apply for it. The bulk of the loans, however, are private Navient loans, and recourse is practically nonexistent. I ran up my forbearance time while un ( der ) employed ( paying {$150.00} each time- paying money to not pay money so I ultimately pay them more money? ), and then they set it to interest only payments, which still works out to over 100 % of my income. Every payment I 've ever made has been to reduce my delinquency. Now they 're saying that interest-only payments is another thing that runs out and soon they 're going to ask me for EVEN MORE money- presumably 200+ % of my paltry income. It 's not that I 'm unwilling to pay- I 've been trying to pay like 20+ % of my pathetic income toward it, occasionally jeopardizing my ability to pay for food, but at this point I think the smartest option would be just to let it go into collection cuz Massachusetts will only let them garnish 15 % of my wages. ",,Navient,MA,021XX,Web,4/15/15,Closed with explanation,Yes,No,1331367,1
4/15/15,Student loan,Non-federal student loan,Can't repay my loan,"I am in debt with Sallie Mae and it is a delinquent loan because I have been ACTIVELY looking for work ( no results yet ), but I have an unpaid internship with a company that may hire me. However, Sallie Mae keeps calling on an HOURLY basis ALL week even Sundays after hours ( XXXX ) while I am at church with my family or working.They even had the nerve to ask for my internships number! The tone is demeaning and rude, I feel extremely harassed. Not only that, they have also called my parents at home and at work ( My mom gets calls on her company phone number at work and she is a hairdresser that gets paid by the hour ... so when they call she looses business ), my grandma in another state, and my fiance during classes! I want to pay my loan but until I get the loan re-structured or get a job I can not pay my loan. ",Company believes it acted appropriately as authorized by contract or law,Sallie Mae,PA,170XX,Web,4/15/15,Closed with explanation,Yes,No,1330769,1
4/15/15,Student loan,Non-federal student loan,Can't repay my loan,,,Access Group,FL,32702,Web,4/15/15,Closed with explanation,Yes,Yes,1330538,1
4/15/15,Student loan,Non-federal student loan,Can't repay my loan,,,Navient,IL,60640,Web,4/16/15,Closed with explanation,Yes,No,1332429,1
4/15/15,Student loan,Non-federal student loan,Can't repay my loan,"i attended XXXX in XXXX XXXX, ca. i had to take out a loan with genesis it was the only loan i could get to so call better my career path. they did n't tell me that i had to pay the loan in school until after i started, they did n't tell me that when i got out of school the about to pay its would be so high that i could n't afford to pay it. i see that XXXX is getting sued already for their actions and lies. i could n't complete the school because of a teacher that screwed me over and threatened me, which the other staff did nothing about. i cant get an income based repayment plan from genesis and they are hard to talk to and deal with because their customer service XXXX and they barely speak XXXX i would like to get my loan descharged and what i paid into it back. i see that consumer finance is trying to help all the XXXX former students in getting their money back and correcting the wrongful action done by the school. i would like to hopefully get this done soon i cant continue to make the payment. they offer a payment reduction for six months im on the last XXXX that i can due and they failed to put me on it at the right time that i called them and asked for it to be done. i got a ding on my credit for it and have yet to call them to get that fixed. i will be contacting sallie mae to get my loan discharged from them they are easier to deal with but would like some kind of help with genesis in getting my loan discharged and money back quicker then waiting for the lawsuits to go threw and all the student get their money back. if anything i would like it just discharged and i can wait for the lawsuit to take place and get the reimbursement then, also they didnt give me any relief from the relief from the Consumer Financial Protection Bureau ( CFPB ) and the XXXX that announced more than {$480.00} XXXX in forgiveness for borrowers who took out XXXX XXXX XXXX high-cost private student loans. I recieved nothing from that. ",Company believes complaint caused principally by actions of third party outside the control or direction of the company,Genesis Lending,CA,956XX,Web,4/15/15,Closed with explanation,Yes,No,1332098,1
4/15/15,Student loan,Non-federal student loan,Can't repay my loan,,,"Weltman, Weinberg & Reis",NC,271XX,Web,4/17/15,Closed with explanation,No,,1332044,1
4/14/15,Student loan,Non-federal student loan,Can't repay my loan,,,JPMorgan Chase,IL,60526,Web,4/15/15,Closed with explanation,Yes,No,1330501,1
4/14/15,Student loan,Non-federal student loan,Can't repay my loan,"XXXX University XXXX - XXXX, Florida. I attended this school for my XXXX. and XXXX. degree. They lied about job placement numbers, lied that the degrees I was seeking would be get me the job I wanted, lied saying that my credits could transfer to any other school, and they were under investigation from the gov't at least XXXX time while I was there and that is why they changed the school name from XXXX University to XXXX while I was still attending. Since then, XXXX has numerous lawsuits filed against them for misuse of funds and for fraud, including another gov't investigation for the same allegations. They have filed bankruptcy and closed many schools, and the ones still open are no longer allowed to accept students. ",,Navient,FL,327XX,Web,4/14/15,Closed with explanation,Yes,No,1330085,1
4/14/15,Student loan,Non-federal student loan,Can't repay my loan,Navient refuses to set me up with an affordable or XXXX system. They take half of my monthly income of around XXXX per month. I am getting a reduced interest rate but this hardly solves my financial hardship. XXXX should be eligible to all student borrowers no matter what the loan. I am suffocating in debt and Navient refuses to do anything about it. ,,Navient,CA,900XX,Web,4/14/15,Closed with explanation,Yes,No,1329179,1
4/14/15,Student loan,Non-federal student loan,Can't repay my loan,,,Navient,WA,98520,Referral,4/16/15,Closed with explanation,Yes,Yes,1329134,1
4/14/15,Student loan,Non-federal student loan,Can't repay my loan,"I attended XXXX XXXX. School of XXXX and graduated in XXXX. The legal industry has not recovered from the recession. I am employed full-time XXXX in New York XXXX. I make {$65000.00} pre-tax, annually. I make {$3400.00} a month, post-tax. I borrowed from the New Jersey Higher Education Student Assistance Authority. When I researched and signed this loan ( really, XXXX separate loans ), I was under the impression the company was affiliated with the State of New Jersey, and as such, would have a loose enough affiliation with the Federal government such that it would be subject to Federal repayment guidelines. Total amount borrowed : {$180000.00}. The total monthly repayment amount of my NJ HESAA loans is {$1500.00}. On top of that loan, I also borrowed roughly {$80000.00} in Federal loans. My Federal loans have been in deferment/forbearance ( for XXXX and most of XXXX ) and until recently, IBR ( for most of XXXX, XXXX and barely XXXX ). I have been advised that my IBR Federal loans have expired, and was asked to re-apply. I did, and was recently informed by Nelnet ( the Federal loan processing company ) that I did not qualify for IBR. As such, Nelnet expects me to pay {$800.00} at the end of the month. HESAA, after repeated and courteous requests from me, refuses to offer ANY repayment cooperation. From IBR, deferment, reducing interest rates, NOTHING. I am youngish ( XXXX ) and fear that I will never be able to crawl out from under this rock of debt. I am writing to put CFPB on notice that NJ HESAA is a predatory lender and should be treated as such. Thank you for reading and for your time. ",Company believes it acted appropriately as authorized by contract or law,Higher Education Student Assistance Authority (HESAA),NY,100XX,Web,4/20/15,Closed with explanation,Yes,No,1328713,1
4/14/15,Student loan,Non-federal student loan,Can't repay my loan,"I was a first time XXXX student. I was offered a private student loan with  similar terms '' to a federal student loan. What was not clearly explained is this loan included compounding interest, not simple interest. And, that there were major restrictions on deferment and forbearance options. Therefore, when I was in school finishing my degree. And, later earning my XXXX, this loan would not defer and had no forbearance options. For a new XXXX student, the loan documents and language were too complex. The ramifications were devastating : An $ 30k loan that doubled to almost $ 60k, then went into default while I was still in school XXXX. ",,ACS Education Services,GA,302XX,Web,4/14/15,Closed with explanation,Yes,Yes,1330402,1
4/13/15,Student loan,Non-federal student loan,Can't repay my loan,,Company believes it acted appropriately as authorized by contract or law,"National Enterprise Systems, Inc.",NC,27616,Web,4/15/15,Closed with explanation,Yes,No,1327157,1
4/13/15,Student loan,Non-federal student loan,Can't repay my loan,,,AES/PHEAA,MN,55423,Referral,4/16/15,Closed with explanation,Yes,,1327311,1
4/13/15,Student loan,Non-federal student loan,Can't repay my loan,"I am trying my hardest to keep this XXXX loan account and not behind - I make payments monthly, unable to always make the full payment as I am also making payments on my other private loan accounts. XXXX is telling me there is NOTHING - NOT ANYTHING they can do to help me out at all with lowering these monthly payments. I have called XXXX of times and spoken to nearly every department and explained my situation and have gotten nowhere. I am told over and over again that because it is a private loan, they ca n't do anything about it. From my understanding, XXXX XXXX XXXX actually owns the loan and XXXX is the organization managing it. The loan information all comes from XXXX. ",,Great Lakes,TX,787XX,Web,4/13/15,Closed with explanation,Yes,No,1326627,1
4/13/15,Student loan,Non-federal student loan,Can't repay my loan,"Hello there, I took a student loan from Wells Fargo in XXXX for XXXX degree of my son, in total amount of {$49000.00}. The interest rate was % XXXX fixed for about 15 years. From that time up to now although my monthly minimum payment had been always too high, I have never been late and there was no defult. I have regurarly paid by now and the current balance is {$31000.00} with minimum payment of around {$350.00} per month. From 3 years ago, when my spouse lost her full time job, I have started negotiating with Wells Fargo to refinance this student loan or lower theinterest rate or increase the remaining period to reduce the minimum monthly payment amount because it is very hard for me to pay. Any how, not anly they never agreed, but they fritghtened me that they may increase the interrest, while the intereset is supposed to be fixed!! In this case, may you please advise if there is a solution? May you convince Wells Fargo to exened the remaini re-payment period to 15 years from now keeping the same interest rate? Thanks and best regards, XXXX XXXXXXXXXXXX ",,Wells Fargo,CA,900XX,Web,4/15/15,Closed with explanation,Yes,Yes,1328341,1
4/13/15,Student loan,Non-federal student loan,Can't repay my loan,,,Navient,NC,28759,Web,4/13/15,Closed with explanation,Yes,No,1328180,1
4/12/15,Student loan,Non-federal student loan,Can't repay my loan,,Company believes complaint caused principally by actions of third party outside the control or direction of the company,Genesis Lending,CA,95482,Web,4/13/15,Closed with explanation,Yes,No,1326574,1
4/12/15,Student loan,Non-federal student loan,Can't repay my loan,,Company believes complaint caused principally by actions of third party outside the control or direction of the company,Genesis Lending,CA,95482,Web,4/13/15,Closed with explanation,Yes,No,1327039,1
4/11/15,Student loan,Non-federal student loan,Can't repay my loan,,,AES/PHEAA,CA,93065,Web,4/11/15,Closed with explanation,Yes,No,1326266,1
4/11/15,Student loan,Non-federal student loan,Can't repay my loan,,,Transworld Systems Inc.,CA,90046,Web,5/6/15,Closed with explanation,Yes,Yes,1326173,1
4/11/15,Student loan,Non-federal student loan,Can't repay my loan,"XXXX has tried XXXX times to take me to court. XXXXThe XXXX time was in XXXX where the attorney for them was XXXX XXXX. XXXX XXXX hounded me and violated the FDCPA, and I sent him a cease and desist letter through an attorney. The attorney later left the case citing there was n't enough information to follow through on FDCPA claims ( I later found out I have a phone recording that verifies my statements and shows that the FDCPA was violated ). I went to the courthouse on XXXX/XXXX/XXXX at XXXX XXXX to no other parties and was told that the case was dismissed. XXXXThe XXXX time was in XXXX and the case number is XXXX. This was in XXXX after not following through with the lawsuit in XXXX, where I have stayed since XXXX. I was told by my father that a sherrif attempted to serve me papers at my parents house in XXXX of XXXX, my father told him that I do n't live in XXXX and the sherrif truned around and left. This time I recieved no notice in the mail about this lawsuit, aside from letters offering me representation from XXXX. When I called the letters back, I was told that since I live in XXXX, I ca n't be represented by them because they are in XXXX. XXXX XXXX of XXXX I recieve another letter in the mail from a lawyer offering me representation concerning a case against me. I was told a lawsuit was filed yet again by XXXX, but I had n't recieved anything in the mail. I look the case up ( again only off of information from mail that could be considered an ad ), and see the the hearing is scheduled for XXXX of XXXX. I start seeking representation to surmount a defense against this predatory lender, and while in the middle of this I recieve a letter on XXXX XXXX, XXXX saying that a judgement has been entered against me. 1. I was n't properly served papers at my house for the most recent case, despite recieving the notice for the other case at my house from the same lender two years ago. 2. This lender has used collectors that violate the FDCPA and have harrased me for years. 3. The co-borrower is my mother, who passed away in XXXX. While my mother 's estate was being settled, my father and I recieved an offer from XXXX to settle the loan for {$7000.00}. When we were willing to take the offer, XXXX pulled the offer back after having adknowledged the fact that they initiated the settlement talks. This led to my father saying he will not help me with my student loans and XXXX starting these predatory tactics. I do not have the money to settle this matter, nor do I make enough the satisy the minimum payment. Everytime I speak to them and tell them my finances, I am told that I am lying about my finances and that I am living in poverty. If I am in poverty and I am telling you this, how am I lying? I do plan on paying these loans back, however I am not able to at the time. The job market is rough and dealing with these lenders are preventing me from devoting my energies on finding a job. ",,Loan To Learn,CA,900XX,Web,4/11/15,Closed with explanation,Yes,Yes,1326175,1
4/10/15,Student loan,Non-federal student loan,Can't repay my loan,,Company believes complaint caused principally by actions of third party outside the control or direction of the company,Genesis Lending,MI,49093,Web,4/10/15,Closed with explanation,Yes,No,1325283,1
4/10/15,Student loan,Non-federal student loan,Can't repay my loan,"Received a call from Navient 's Recovery department on XXXX XXXX, 2015 explaining to me if I did not accept XXXX of XXXX deals by Monday, XXXX XXXX, 2015 they will proceed with filing the paperwork to put a lien on the house and garnish payroll. I tried explaining to them that I do not have the money and explained to them what I can pay monthly and they did not want accept. So again the threats continued explaining all assest will have a lien placed on them by Navient if XXXX of the XXXX plans are not accepted. We placed the loan on forbearance not understanding what she dummed down for me now, was that the loan would XXXX if we place it on forbearance. ",,Navient,FL,331XX,Web,4/10/15,Closed with explanation,Yes,Yes,1324779,1
4/9/15,Student loan,Non-federal student loan,Can't repay my loan,,Company believes it acted appropriately as authorized by contract or law,"Solomon and Solomon, P.C.",IL,61554,Web,4/13/15,Closed with explanation,Yes,No,1323953,1
4/8/15,Student loan,Non-federal student loan,Can't repay my loan,"Hello, I was wondering if someone could contact me in order to offer me some advice or direction in my current situation. I am XXXX and live in XXXX County, Maryland and attended XXXX schools. I grew up with a single father with mental illness after my mother passed away when I was XXXX. Our family could not afford health insurance so my mother could not go to the hospital when she had a ruptured appendeix. Because of my father 's XXXX XXXX, he could not provide any support or advice in my life decisions. The reason I am sharing these personal details of my life is to paint a picture of what barriers I was facing at XXXX when I wanted to attend college. Coming from an affluent area in XXXX County, I knew what career success looked like. My parents never achieved this type of success so this naturally motivated me more to work hard to have a successful future. I learned at a early age that intelligent individuals are evenly dispersed among any population but unfortunately wealth is not. I was one of unlucky, XXXX children that was aware of this discrepancy ; possibly the worst of all scenerios. Because my dads lack of experience in this area, and his XXXX struggles, I was on my own in figuring out how to apply to, and finance college. Like any teenager with a question, I went online and typed in,  How do I pay for college. '' I clicked on the first advertisement I saw, and ended up taking out XXXX private loans from XXXX XXXX to finance my college at the University XXXX over XXXX years. I had never heard of FAFSA, I was not aware federal loans and their forgiveness programs, I did n't know what a grant was or how to find scholarship opportunities. You might question,  Why did n't you get this information from a high school counselor? '' The answer is simply,  I do n't know. '' I assume possibly fell through the cracks because I was a XXXX, XXXX student that looked like my affluent, well supported peers. My struggle of lack of educational support motivated me to dedicate my life to support student. I am now a XXXX myself. I feel no student should feel alone in their educational journey. I am now XXXX, and because of the high interest rates of XXXX XXXX loans, I am {$110000.00} in debt. Some of my loans have doubled in their initial amount due to interest since I have XXXX. I ca n't pay the monthly fees now, and I do n't know how I will ever pay this loan off without significant financial struggle in my life. I am asking for advice, assistance, references to help me in any way. Thank you for your time, listening to my story and I look forward to hearing back from someone soon. ",,Navient,MD,208XX,Web,4/8/15,Closed with explanation,Yes,No,1321782,1
4/8/15,Student loan,Non-federal student loan,Can't repay my loan,"I graduated from the University of XXXX XXXX County in XX/XX/XXXX with a XXXX. I worked in my field for 6 years until I came down with a devastating XXXX in XX/XX/XXXX which leaves me unable to work and in the hospital several times a month with life threatening XXXX. I am receiving Social Security XXXX Insurance and XXXX through my former employer which is around {$20000.00} a year. My out of pocket medical expenses are between {$12000.00} and {$15000.00} a year leaving me with barely any money to survive on. I am also on a very expensive, strict diet which costs me over {$400.00} dollars a month as I am allergic to most foods. I have several private loans and most of them have either forgiven my loans all together or have applied all of the interest I have paid the last 9 years and have significantly lowered my principal and monthly payment to an affordable amount. American Education Services is the only lender who will not work with me. They are stating that I have no option for XXXX forgiveness and have informed me my decreased payment of just paying interest will be soon ending sending my monthly payment from {$170.00} a month to over {$400.00} dollars a month. I have used all but two months of my forbearance with this loan and I have asked for an account review to make an exception and significantly lower my payment due to the rarity and severity of my disease, but they will not work with me at all. I need help. I am just trying every day to continue to be able to afford my life saving medications and treatment and the stress from this is overwhelming. I have been paying on this loan for almost 9 years and have NEVER missed a payment and have used almost all of my allowed 12 month forbearance. ",,AES/PHEAA,ME,041XX,Web,4/8/15,Closed with explanation,Yes,No,1320870,1
4/8/15,Student loan,Non-federal student loan,Can't repay my loan,"The loan company, Navient, is lying about their Internship/Fellowship Deferment program. They did not want to accept my deferment paper because their lack of understanding on how my internship deals with my career. Frankly, it seems like they do not want to accept my deferment because they are money-hungry. However, this internship helps me get the type of job I need in order to pay them back. Navient does not want to give a clear-cut reason on why they do not want to accept my internship deferment. ",,Navient,CA,937XX,Web,4/8/15,Closed with explanation,Yes,Yes,1320443,1
4/8/15,Student loan,Non-federal student loan,Can't repay my loan,,Company believes complaint caused principally by actions of third party outside the control or direction of the company,Genesis Lending,KS,66046,Web,4/8/15,Closed with explanation,Yes,No,1322073,1
4/8/15,Student loan,Non-federal student loan,Can't repay my loan,,,Discover,VA,22202,Web,4/8/15,Closed with explanation,Yes,Yes,1321993,1
4/8/15,Student loan,Non-federal student loan,Can't repay my loan,"I am a graduate of the University of XXXX XXXX. During my time at the University ( XX/XX/XXXX-XX/XX/XXXX ), I obtained XXXX ( XXXX ) private student loans from Sallie Mae to cover costs of tuition. Those loans have since gone into repayment with a monthly payment well over {$800.00}. I do not have the financial ability to repay those loans at that rate, nor is my cosigner able or willing to repay the loans. At the time I requested the loans, I was never made to understand the total amount I would need to eventually pay for all loans. I also never received any information about any options to reduce payments on my loans. I have been forced to request my loans be put into forbearance XXXX, and now I have only XXXX forbearance requests remaining. I mailed a letter to Sallie Mae detailing my financial situation, and asking for ways in which we could resolve the problem with lower payments. I submitted the letter on Wednesday, XX/XX/XXXX and have never received a response. I am willing, but however, unable to make payments on my loans. Due to Sallie Mae 's inconsistent and lack of communication with me regarding my account, I am at risk of going into default on my loans. The times I was able to reach someone at the customer service department via telephone, I received conflicting information from each person I spoke with and was left even more confused about the status of my account. Defaulting on my loans will not only be a negative outcome for myself but for the lender as well. I am currently employed in my field and working to progress in my career, but I simply do not make enough money to repay the loans and manage necessary living expenses. ",Company believes it acted appropriately as authorized by contract or law,Sallie Mae,AL,352XX,Web,4/8/15,Closed with explanation,Yes,No,1320897,1
4/8/15,Student loan,Non-federal student loan,Can't repay my loan,"My son has stopped paying this loan and now since I am the cosigner of the loan I have to pay for the loan, what can I do? ",,Navient,PA,180XX,Web,4/8/15,Closed with explanation,Yes,No,1322038,1
4/7/15,Student loan,Non-federal student loan,Can't repay my loan,,,Navient,GA,30071,Web,4/7/15,Closed with explanation,Yes,No,1320108,1
4/7/15,Student loan,Non-federal student loan,Can't repay my loan,"Navient has tried to re-open a private student loan account that has been  charged off '' AND  closed '' on my credit report. I have not made a payment in 7 years exactly this month. They re notified the credit bureau trying to say this is an open account and it is not. It has passed its 7 year date of non payment. I believe they are just trying to still receive payment after transferring from XXXX XXXX. They were rude on the phone stating my account '' never closed, it is open and you are currently accuring interes. '' They wont work out a repayment plan I can afford stating i had to  Give {$1000.00} down then XXXX {$100.00} payments and only then will they tell the credit bureau I am in good standing. '' Or I could '' pay {$290.00} for the next 8 months '' before they put me in good standing. The would not accept less. Dont they have to work with me? However, this account is closed and charged off. Is it not illegal to put its status back into repayment and start charging me interes again after its been closed. Its been 7 years ... I found all of this out because I tried applying for a mortgage loan and they company told me what Navient reported to them. Can you please help. I have heard and read nothing good about Navient. This account originally went to collections because I got a divorce and lost my job and just had a baby I had to support. All my other federal student loans I have made good one. Please help me correct this. Thank you ",,Navient,FL,346XX,Web,4/9/15,Closed with explanation,Yes,No,1319685,1
4/7/15,Student loan,Non-federal student loan,Can't repay my loan,"I went to XXXX in XXXX, VA. I was a XXXX student. I feel that the loan should be wiped away because the school did not give me what was paid for. For the first 2 months we did not have a teacher. When we got her she was great. The software that was supposed to go with our classes never did work not even XXXX day. The transcription class was not taught. Did n't even open the book we paid for. ",Company believes complaint caused principally by actions of third party outside the control or direction of the company,Genesis Lending,NC,279XX,Web,4/7/15,Closed with explanation,Yes,No,1318798,1
4/7/15,Student loan,Non-federal student loan,Can't repay my loan,"i attended XXXX XXXX, Pennsylvania for diesel and fabrication in XX/XX/XXXX-XX/XX/XXXX and they told me that they could get me a job after i got out the school but here it is XX/XX/XXXX almost three years later and still no job of any kind and it was n't from the lack of trying on my own, and recently the campus i had attended was sold off and closed similarly to the XXXX, Florida campus, and with this being how is it that you expect me to pay back my loans when the school could not follow through on thier promise, and further more earlier this year XXXX ( XXXX collages ) was sued and forced to pay back the loans for the students who still had loans out but it dont cover private loans so now again you me expect to pay you back the money i borrowed under the schools advice which they adivse all their students to get XXXX and perkins so they are your biggest asset and now you have lost that asset due to thier own negligence to the students the people who are the reason you get a paycheck and if you dont take of this matter ill personally make sure no student in the future will ever use XXXX again so as to put you out of business but use of the internet and put you of work cause you are too GREEDY to help those who have wronged and lied to by their respective schools. hope to hear back soon ",Company believes complaint caused principally by actions of third party outside the control or direction of the company,Genesis Lending,TX,775XX,Web,4/7/15,Closed with explanation,Yes,No,1319962,1
4/7/15,Student loan,Non-federal student loan,Can't repay my loan,,,First Associates Loan Servicing LLC,GA,30071,Web,4/7/15,Closed with explanation,Yes,No,1320109,1
4/6/15,Student loan,Non-federal student loan,Can't repay my loan,I was a student at XXXX and am paying on a Genesis loan. I understand there was a class action suit for debit reduction due to the recruiting practices. I was told the loan would cover all tuition. While attend XXXX the school financial aid people would pull me out of class to tell me I needed to take out an additional federal student loan or I had to leave the school due unpaid tuition. I 'm I eligible for the debit reduction on my private or student loans? ,Company believes complaint caused principally by actions of third party outside the control or direction of the company,Genesis Lending,MO,658XX,Web,4/6/15,Closed with explanation,Yes,No,1318066,1
4/6/15,Student loan,Non-federal student loan,Can't repay my loan,,,Navient,PA,17257,Web,4/7/15,Closed with explanation,Yes,No,1318700,1
4/6/15,Student loan,Non-federal student loan,Can't repay my loan,,,Navient,TN,37923,Web,4/6/15,Closed with explanation,Yes,,1316982,1
4/6/15,Student loan,Non-federal student loan,Can't repay my loan,I went to school at the University XXXX. Each XXXX month semester cost me roughly XXXX $ in tuition + room/food /books to attend. The price of tuition raised every financial year and by the time I left I had nearly {$100000.00} in loan debt. I have tried to pay off over and over but ca n't keep up with the high payments. The loans are owned by the National Collegiate trust. In XXXX I lost my job like many at the time and hit hard times. I went without a job for XXXX years so my loans ended up going to creditors. I tried to work with the creditors but between trying to support my family and get myself back on my feet again I could n't keep paying. I kept trying to work with the creditors but finally it got turned over to a lawyer to attempt to collect this way. I need help! ,,Transworld Systems Inc.,CA,956XX,Web,4/15/15,Closed with explanation,Yes,No,1317993,1
4/5/15,Student loan,Non-federal student loan,Can't repay my loan,I have XXXX student loans. The first XXXX are in ok shape because they are federal loans with XXXX. I currently do an income based repayment with the federal loans and my payment is {$0.00} a month. However I have a private loan through Sallie Mae that is about to go into default because I ca n't afford to pay the minimum payment. Sallie Mae continues to hound me for money because my account is past due but still refuse to work with me on repayment. I am seriously considering filing bankruptcy because I do n't know what else to do. ,Company believes it acted appropriately as authorized by contract or law,Sallie Mae,TN,383XX,Web,4/6/15,Closed with explanation,Yes,No,1316663,1
4/4/15,Student loan,Non-federal student loan,Can't repay my loan,,,Citibank,NY,13090,Web,4/5/15,Closed with explanation,Yes,No,1316065,1
4/3/15,Student loan,Non-federal student loan,Can't repay my loan,,Company believes complaint caused principally by actions of third party outside the control or direction of the company,Genesis Lending,MI,49345,Phone,4/28/15,Closed with explanation,Yes,,1315687,1
4/3/15,Student loan,Non-federal student loan,Can't repay my loan,,,Citibank,PA,16601,Web,4/4/15,Closed with explanation,Yes,No,1315903,1
4/3/15,Student loan,Non-federal student loan,Can't repay my loan,,,Wells Fargo,NY,10453,Referral,4/7/15,Closed with explanation,Yes,No,1315145,1
